question,answer,source
磷虾油课件为什么说每日不超过6粒，客户却吃了九粒？,建议客户按照课件规定用量服用，超量服用可能会导致不良反应或健康风险。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_132.txt
益生菌能否用于痔疮？内服管用吗？,益生菌内服对痔疮可能有一定帮助，但使用前建议咨询医生。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_132.txt
单侧肾切除术后能否服用磷虾油？,需要咨询医生，确认剩下的肾能否顺利代谢磷脂后才能判断是否能服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_132.txt
尿酸高的人如何服用阿克虾油？,高尿酸的人在服用阿克虾油时需要咨询专业人士指导用法用量。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_132.txt
鱼油的来源环境比较复杂，重金属风险很大吗？,是的，鱼油的来源环境复杂，重金属风险很大。重金属对脏器损伤严重，同时也是老年人大脑萎缩的诱因之一。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
家人服用胶原蛋白肽后出现皮肤紫癜，可以继续服用吗？,不建议继续服用，应该停止服用胶原蛋白肽。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
门店接到税务电话或去税务局后，如何回复税务局可能会问到的问题？,接电话时要接，向税务局说明门店经营情况，如门店所售产品和月流水等，提醒不要怕，税务局只是了解情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
孩子吃了孢子粉后出现耳鸣现象怎么解释？,与吃孢子粉没太大关系，耳鸣通常是由外耳、中耳、内耳病变引起的听力损失、失眠、神经紧张、焦虑、颈椎问题等引起的。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
顾客服用肽口苦之后应该如何回答？,口味反映了不同的健康问题或疾病机体反应，比如麻味可能表示筋骨疼痛，酸味则可能与心脑血管、小肠损失有关。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
服用还原型辅酶后出现肚胀是怎么回事？,服用还原型辅酶后肚胀可能是其中的一种反应，建议暂停使用并咨询医生。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_64.txt
产品参数显示500毫克，实际含量是多少？,实际含量是300毫克。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_13.txt
如何辨别新人注册是否能收到一块钱？,需要进一步咨询相关部门，是否能取消这个功能。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_13.txt
有哪些辅酶的含量不明显？,辅酶的含量不明显，可以向相关负责人咨询。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_13.txt
美国进口的保健品还原型，每粒含量是120克，这个应该怎么解决？,请问配料表里是否含有辅酶？,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_13.txt
海鲜过敏的可以吃磷虾油吗？,海鲜过敏者应避免食用磷虾油，因为磷虾油可能引发过敏反应。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_57.txt
尿酸高可以喝肽吗？,肽对尿酸没有明显影响，但应鉴别是否适合患有骨关节病症的人群，部分骨关节疾病会影响尿酸水平。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_57.txt
安健康的皮儿是什么原料？,安健康的皮儿是胶囊剂型，原料主要成分包括明胶和淀粉。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_57.txt
孢子粉和辅酶错开吃，还是让客户停一款产品？,建议让客户停止其中一款产品的使用，因为同时服用孢子粉和辅酶可能导致不良反应和副作用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_57.txt
茶叶茶氨酸护眼片中，含糖嘛，糖尿病人可以服用吗？,茶叶茶氨酸护眼片不含蔗糖，而是使用代糖进行调味，因此糖尿病人可以服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_57.txt
尿酸高能吃虾油吗？,可以吃，这个问题在群里回答过多次了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_87.txt
胃反流、返咸水、怎么吃益生菌？,联系有类似案例的店长咨询。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_87.txt
羊奶粉口感问题怎么处理？,采购详细了解情况，反馈给厂家处理。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_87.txt
胆切除患者服益生菌改善症状可行吗？,该病症只能靠药物维持，益生菌不能改善症状。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_87.txt
益生菌含活菌量是否符合标准？,产品实际含量不低于3000亿，可以与顾客强调。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_87.txt
茶叶茶氨酸护眼片中是否含糖，糖尿病人可以服用吗？,茶叶茶氨酸护眼片不含蔗糖，甜味来源代糖，代糖不参与血糖代谢，所以糖尿病人可以服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_58.txt
顾客吃完胶原蛋白肽出现四肢无力是什么原因？,顾客吃完胶原蛋白肽出现四肢无力可能有其他原因，需要咨询专业医生进行更详细的检查和诊断。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_58.txt
氨基康里为什么是硫酸软骨素钠？而不是硫酸软骨素？,氨基康里是硫酸软骨素钠的原因可能涉及到其配方和药理作用，在具体用途和效果上可能会有所区别。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_58.txt
肽和羊骨髓肽有什么区别，对于腰椎问题哪个更好？,肽和羊骨髓肽的来源不同，而我们的肽是牦牛骨的来源，从这个角度来看，牦牛肽可能更优于羊骨髓肽。此外，具体效果还需要根据顾客的病情进行判断。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_58.txt
新会员吃阿克磷虾油犯恶心，后脑勺疼是怎么回事？,可能是由于磷虾油引起的不良反应，建议客户停止服用并咨询医生。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
磷虾油服用几天后产生恶心和头疼症状是正常的吗？,如果客户有脑栓塞、心脏搭桥和糖尿病等疾病，且出现这种情况，建议停止服用，并咨询医生。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
服用磷虾油几天后感觉眼睛干、周围痒是怎么回事？,这可能与磷虾油无关，建议客户去医院做蛋白质过敏检测，以排除其他原因。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
有顾客出现灵芝孢子粉引起上火的情况，应该如何处理？,对于出现上火症状的顾客，建议停止食用灵芝孢子粉，并适当饮食调理，如大量饮水、多吃蔬菜水果等，如症状严重建议就医。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
顾客说我们家的瓶子上没标明是南极的，如何解释给顾客？,可以向顾客解释产品的质量保证和来源，同时可以提供相关证明材料，如产品检测报告、进口许可证等，以消除顾客的疑虑。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
牛初乳发黄了还能继续食用吗？,牛初乳发黄后可能已经变质，建议停止食用，以免影响健康。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_140.txt
心脏瓣膜置换术后可以服用牦牛骨胶原蛋白肽吗？,可以，但要注意低盐饮食，如出现气短、胸闷、晕厥等症状应停止服用并就医。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_170.txt
服用肽后出现肾痛和不适怎么回事？,需要就医检查，根据检查结果判断能否继续服用，可能需要排除尿路感染等问题。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_170.txt
益生菌与血糖水平的关系是什么？,益生菌影响食物吸收和利用，因而可能会影响血糖水平，但个体差异较大，具体影响需要根据产品配方和顾客基础情况分析。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_170.txt
服用牦牛骨胶原蛋白肽出现胃胀、睡眠问题和不适的原因是什么？,服用肽后出现明显不适需要停止服用，并就医检查基础病和服用其他药物原因，个人体质原因可能导致此类症状。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_170.txt
辅酶下单忘备注了？联系谁,联系采购部关经理,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_108.txt
辅酶如何显示出还原性？,可以查看其标志，还原型英文缩写,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_108.txt
服用还原型辅酶Q10后出现心慌，乏力，不想动，吃了速效和丹参滴丸有所缓解，还能继续服用辅酶Q10吗？,建议让顾客去咨询一下医生，因为病情较复杂,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_108.txt
顾客吃2000亿益生菌烧心，喝1356亿没有这种情况，怎么回事？,正常情况服用益生菌不会引起烧心，建议咨询医生，并在医生的指导下进行治疗,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_108.txt
顾客吃完灵芝孢子粉后大便颜色变成黑色了？怎么回事？,灵芝孢子粉服用后会色素沉积，排泄物为棕黑色，类似服用红心火龙果后排泄物颜色变化的情况,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_108.txt
腹胀可能是肠道吸收功能弱导致的蛋白质吸收异常，可以尝试服用益生菌调理肠道功能吗？,可以尝试服用益生菌调理肠道功能，但受不了肽的味道那就是个人的味觉原因了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_90.txt
吃了牦牛肽后出现类似过敏的反应，身上一片一片的小疙瘩，特别痒，怎么解释呀？,可能是服用剂量过大导致的反应，建议减少服用量。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_90.txt
顾客喝肽＋钙，尿蛋白高，血糖也高，是不是不建议让顾客喝了？,肽和钙本身不影响尿蛋白，血糖高可能是因为天门冬氨酸钙吸收的快速导致的血压和血糖波动，建议分批次服用，但是高尿蛋白可能是因为顾客肾功能存在问题，需谨慎考虑。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_90.txt
益生菌的检测报告具备权威性吗？,建议寻求除一然以外权威检测机构的检测报告以作为参考。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_90.txt
益生菌和他汀需要间隔吗？,已安排第三方外检，检测结果周期7-15天。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_90.txt
盒子上的许可证是过期的咋解释？,不知道客户是在哪个平台查询的，以最新的为准，资质没有问题的。如果不是官方平台查询也有可能更新有延迟。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_169.txt
吃肽会造成出血吗？,吃肽一般不会造成出血，如果出现异常症状建议及时就医检查。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_169.txt
肽有关的出血情况呢？,肽一般不会导致出血，出现异常情况可能与其他因素相关，建议就医检查。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_169.txt
心脏瓣膜置换术后可以服用牦牛骨胶原蛋白吗？,可以，但要注意低盐饮食和个人体质变化，出现不适症状应及时就医。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_169.txt
服用肽后感觉肾痛怎么办？,建议顾客就医检查，以确定是否适合继续服用肽，帮助判断症状的病因。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_169.txt
益生菌一岁一以下的儿童可以吃吗？,不可以,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_102.txt
3岁以上的儿童可以服用益生菌吗？,可以，包括3周岁,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_102.txt
喝了牦牛骨胶原蛋白肽后睡眠不好是什么问题？,这种情况可能需要考虑顾客的激素水平、血压、慢性病等因素，建议了解顾客具体情况后再做判断，并联系工厂了解情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_102.txt
牦牛骨胶原蛋白肽配方成分里有什么甜味剂吗？,牦牛骨胶原蛋白肽配方成分里面有甜味剂。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_154.txt
谁需要核实下身份信息和微信支付绑定的人信息是否一致？,这两单需要核实下身份信息和微信支付绑定的人信息是否一致。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_154.txt
为什么快递投送时没联系到本人？,快递投送时没联系到本人，他们会联系2-3次，还未联系到便会退回。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_154.txt
还原型辅酶外检以及成分证明,由于聊天记录并未提供相关细节或问题背景，无法准确整理出合理的答案。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_105.txt
三宝丸孢子粉答疑群怎么进群？,扫码进群即可，有相关问题直接@陆荣老师即可。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_105.txt
视频共创活动持续进行中，如何上传？,因上传量比较大，审核会有所延迟，大家继续上传即可。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_105.txt
这批益生菌结块了，是怎么回事？,原因是，压合处压得少了，导致封口不严实，漏气了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_105.txt
辅酶Q10会引起心脏早搏吗？,吃辅酶不会引起心脏早搏，一般是吃西药才会引起早搏和震颤。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
老年人夏季为什么会引起过敏性皮炎和皮癣？,老年人夏季会因免疫力低下引起过敏性皮炎和皮癣。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
辅酶Q10停服后，症状会恢复吗？,可能是供血不足引起的，辅酶会增加心脏血液流速和含氧量，另外不要和西药一起服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
辅酶Q10会引起腹泻吗？,常规辅酶有些确实是会引起腹泻，但新辅酶是醇类物质，对于有醌类过敏反应的顾客，可以尝试剪破胶囊让液体混合水溶剂服用，并且是饭后一小时后服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
三宝丸会引起大便干燥吗？,三宝丸不是我做的配方，个人体质不同，对三宝丸中的一味中药可能有敏感反应。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
辅酶Q10是否会导致嗓子干、晕眩和脸发热？,无论新辅酶还原型还是老辅酶氧化型，它都作用于心脏机能方面，和嗓子干、晕眩、脸发热没关联性。晕眩可能是夏季气温和高血压引起的。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_35.txt
辅酶没有备注怎么办？,可以用下单的手机联系客服，下面有在线客服，告诉客服添加备注就可以了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
辅酶Q10下单时需要注意什么？,需要在下单地址写详细一些，不然快递还需要打电话给客户核实地区街道地址，否则快递会直接退回。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
单次下单上限是多少瓶？,单次下单上限是8瓶。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
每个地址的下单上限是多少单？,每个地址的下单上限是3单。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
跨境平台已经恢复正常了吗？,是的，跨境平台已经恢复正常，可以正常下单了。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
由于下单数量超额，金额超额的情况该怎么处理？,如果下单数量超额，金额超额，需要尽快申请退款。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_112.txt
虾油出现破损情况怎么解释？,可能是胶囊破裂导致的，可以联系采购给顾客换货。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_131.txt
辅酶为什么搜不到了？,辅酶暂时没有发货，可以稍后再下单。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_131.txt
辅酶引起身体不适怎么办？,停用一段时间后逐渐适应，减缓T细胞吸收，如果情况持续可以咨询专业人士。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_131.txt
阿克虾油含虾青素30毫克还是300毫克？,每100克含30毫克，因检测方法变化所以标签规格也发生变化。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_131.txt
羊奶粉售后应该联系谁？,您可以联系客服或者销售渠道获取羊奶粉的售后服务信息。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_122.txt
如何查询磷虾油的有效查询码？,您可以在磷虾油包装上的二维码下方找到一个小数字码，使用该数字码进行查询。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_122.txt
灵芝孢子粉导致热气大和喉咙有痰是什么情况？,灵芝孢子粉中有效成分是多糖和三贴，过量服用或肝火旺盛的人可能导致此情况。建议适当服用并多喝水。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_122.txt
牦牛骨胶原蛋白肽的北大论文论证文案在哪里可以获取？,您可以向内容团队或对接工厂的采购团队咨询，了解牦牛骨胶原蛋白肽的北大论文论证情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_122.txt
顾客胃糜烂，可以喝肽吗？,可以服用，适当服用小分子蛋白能够促进受损细胞修复，对于疾病治疗可起到一定的帮助。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_67.txt
吃磷虾油尿酸高了是怎么回事？,暂无相关问答信息，无法提供准确答案。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_4.txt
摘除脾后喝牦牛肽导致肚子疼，建议继续喝吗？,不建议给顾客继续服用牦牛肽，因为摘除脾后会对蛋白质吸收产生影响，可能导致肚子疼。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_4.txt
甲状腺结节b级了，到癌症边缘了，能大量服用金虾油吗？,不清楚金虾油对甲状腺结节的影响，建议慎重考虑，因为病人服用的其他药物可能会与金虾油产生反应，需要慎重评估。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_4.txt
顾客服用肽后出现色素沉着，怎么解决？,色素沉着可能是多种因素引起的，不一定是肽引起的，建议进行全面的个人生活习惯和饮食调整，并适当减少服用肽的剂量。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_4.txt
奶和豆浆有什么不同？,奶和豆浆分别来源于植物和动物，营养成分并不完全相同，比如奶含有更多钙、维生素A、D、B2和B6，而豆浆含有较少脂肪、不含胆固醇，并有益于减肥、预防慢病。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_0.txt
奶和豆浆哪个更适合补钙？,从补钙角度来说，奶中的钙含量更高且含有促进钙吸收的因子，是膳食优质钙的主要来源，所以喝奶更适合补钙。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_0.txt
喝豆浆有哪些禁忌？,禁忌包括不宜装在保温瓶内、与药同饮（如四环素、红霉素等抗生素）、加红糖或未煮熟的豆浆。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_0.txt
顾客吃完肽出现腿酸、咳嗽、嗓子痒，是好转反应吗？,可能是肌肉纤维质炎、咽炎等引起的反应，建议小口慢咽或观察情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_0.txt
顾客换新款虾油后身上起疙瘩是怎么回事？,这种症状可能是过敏，但不一定是虾油过敏，也可能与其他过敏源有关，建议观察或常规抗过敏处理。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_0.txt
顾客喝胶原蛋白肽舌下会长白泡泡是什么情况？,可能是上火引起的。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_20.txt
红包发放费用太多的问题如何解决？,研发部正针对此问题展开调研，希望店长们积极配合，以实现合理支出费用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_20.txt
高尿蛋白可以喝牦牛骨胶原蛋白肽吗？,建议谨慎服用，并向专业人士咨询意见。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_20.txt
欧米伽3的含量是什么？,欧米伽3好比红塔白山这道菜（西红柿白糖），DHA就是西红柿，EPA就是白糖,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_63.txt
虾油和鱼油的成分有何不同？,虾油的是磷脂型的，鱼油是甘油三脂型的，两者成分和作用机理不同,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_63.txt
服用虾油对尿酸高有何影响？,根据微盘里的答案，可以理解为虾油对尿酸高有影响,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_63.txt
可以继续服用胶原蛋白肽吗，如果出现皮肤紫癜？,部分门店税务报到后，会接到税务局电话，税务局只是了解情况，对话记录中没有提到胶原蛋白肽,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_63.txt
胶原肽一天最多可以喝几包？,胶原肽一天最多喝一包即可,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
羊奶粉的牛磺酸和天然胆碱的含量是多少？,羊奶粉的牛磺酸和天然胆碱的含量请参考产品外包装后面的指导服用量,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
吃了牦牛骨胶原蛋白肽和叶黄素之后眼睛发红、发肿、疼、看不清是什么原因？,可能是个别体质不适合，请停止服用并咨询医生,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
买的辅酶Q10没有说明书吗？里面没有含量主料辅料说明？,请联系客服索取产品说明书，以免影响正常使用,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
辅酶Q10团购活动时，套餐里面的手表的功能介绍（视频讲解）？,请直接咨询售后客服，让他们提供相关视频介绍,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
长年腹泻，吃了益生菌后又开始便秘了，属于正常吗？这种情况大概持续多久？,这属于异常情况，建议尽快停止服用并咨询医生，以免影响健康,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
赫氏消亡反应是什么？,赫氏消亡反应通常持续1至4周，属于正常现象,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_40.txt
喝了半年益生菌，刚开始挺好，现在又突然便秘了，是什么情况？,便秘的原因有很多，不是吃了益生菌就永远不便秘。建议确定具体情况再进行调理。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
70岁的顾客，低密度脂蛋白以前体检正常，吃磷虾油后现在非常低，这是什么情况？,这明显是个误报，建议复查一下。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
糖尿病人、糖高不稳定的人能吃牛初乳吗？对血糖影响大不大？,能吃。影响不大。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
甲状腺结节可以服用阿克虾油吗？,请等我再详细问问。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
吃肽有眼部出现拉丝状黑影情况的吗？一天吃四包，吃20天左右。,是眼球里出现还是视野里出现？,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
顾客吃了半年益生菌想调理便秘，一天最多吃12袋，都没有效果，同时有糖尿病、胰腺炎、高血压，该怎么调理？,益生菌的作用是调节胃肠道菌群，对便秘和腹泻有双向调节功能。根据顾客的情况，建议在服用益生菌的同时注意饮食、定时排便、摄入B族维生素、适量饮水、运动和腹部按摩。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
一个顾客的女儿正在吃中药调理内分泌，可以同时吃三宝丸吗？,要看具体方子，特别注意避免和特定药物同时服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
三宝丸中的铁皮石斛含量是多少？,这样的问题请咨询产品部。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
顾客以前眼球上有条形影，后来没了，现在另一个眼上又有，吃肽20多天，有关系吗？,是眼球上还是视野中出现的？,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_2.txt
牦牛骨和羊骨有什么区别？,从来源角度上来看，牦牛骨的来源优于羊骨，因为骨髓肽的指标不能判断其功效。而对于骨质疏松、退行性骨骼病变的顾客来说，牦牛骨肽的效果可能会更好。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
金虾油对心衰有好的案例吗？,没有在对话记录中找到有关金虾油对心衰治疗的案例信息。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
椎管狭窄患者能使用安捷康吗？,在对话中未提及椎管狭窄患者是否可以使用安捷康。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
谁负责解决三宝丸数量不够的问题？,在对话中提到三宝丸数量不够，需要解决该问题，具体哪个部门负责解决未明确。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
如何解决益生菌盒子上面的400电话打不通的问题？,在对话记录中提到益生菌盒子上的400电话打不通，需要解决。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
过敏性体质患者能否服用胶原蛋白肽？,在对话中提到过敏性体质的顾客曾因服用人参胶原蛋白肽出现过敏反应，问及是否可以使用其他胶原蛋白肽。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
辽渔的实验能提供给顾客孩子使用吗？,在对话中提到顾客需要产品效果的资料，但未明确是否针对孩子使用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_59.txt
奖励金还剩多少?,目前奖励金剩余6453元,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_95.txt
